period,period_date,year,quarter,sidra_period_code,sidra_period_label,uf,state_abbrev,state_name,macroregion,pnadc_population,pnadc_population_original_unit,unemployment_rate_pnadc,labor_income_real_pnadc,informality_rate_pnadc,formalization_rate_pnadc,income_variable_used,population_concept,formalization_rule,source_system
2016Q2,2016-04-01,2016,2,201602,2 trimestre 2016,35,SP,Sao Paulo,Southeast,36248000,Mil pessoas,0.12300000000000001,4181,0.273,0.727,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q2,2016-04-01,2016,2,201602,2 trimestre 2016,17,TO,Tocantins,North,1107000,Mil pessoas,0.11199999999999999,2567,0.445,0.5549999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,12,AC,Acre,North,588000,Mil pessoas,0.122,2483,0.46799999999999997,0.532,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,27,AL,Alagoas,Northeast,2451000,Mil pessoas,0.149,2034,0.47700000000000004,0.5229999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,13,AM,Amazonas,North,2709000,Mil pessoas,0.138,2427,0.5760000000000001,0.42399999999999993,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,16,AP,Amapa,North,538000,Mil pessoas,0.151,3117,0.48200000000000004,0.518,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,29,BA,Bahia,Northeast,11349000,Mil pessoas,0.16,2028,0.547,0.45299999999999996,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,23,CE,Ceara,Northeast,6938000,Mil pessoas,0.133,2009,0.5479999999999999,0.45200000000000007,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,53,DF,Distrito Federal,Center-West,2245000,Mil pessoas,0.121,5882,0.265,0.735,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,32,ES,Espirito Santo,Southeast,3089000,Mil pessoas,0.129,3036,0.375,0.625,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,52,GO,Goias,Center-West,5293000,Mil pessoas,0.107,2989,0.384,0.616,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,21,MA,Maranhao,Northeast,5008000,Mil pessoas,0.121,1708,0.628,0.372,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,31,MG,Minas Gerais,Southeast,16664000,Mil pessoas,0.113,2765,0.37200000000000005,0.6279999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,50,MS,Mato Grosso do Sul,Center-West,2050000,Mil pessoas,0.077,3155,0.364,0.636,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,51,MT,Mato Grosso,Center-West,2589000,Mil pessoas,0.091,3178,0.38,0.62,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,15,PA,Para,North,6046000,Mil pessoas,0.111,2083,0.607,0.393,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,25,PB,Paraiba,Northeast,3086000,Mil pessoas,0.13,2240,0.518,0.482,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,26,PE,Pernambuco,Northeast,7287000,Mil pessoas,0.155,2420,0.47100000000000003,0.5289999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,22,PI,Piaui,Northeast,2552000,Mil pessoas,0.096,1994,0.59,0.41000000000000003,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,41,PR,Parana,South,9011000,Mil pessoas,0.086,3388,0.324,0.6759999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,33,RJ,Rio de Janeiro,Southeast,14011000,Mil pessoas,0.122,3515,0.336,0.6639999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,24,RN,Rio Grande do Norte,Northeast,2668000,Mil pessoas,0.14300000000000002,2347,0.452,0.548,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,11,RO,Rondonia,North,1256000,Mil pessoas,0.085,2520,0.484,0.516,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,14,RR,Roraima,North,355000,Mil pessoas,0.099,3302,0.426,0.5740000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,43,RS,Rio Grande do Sul,South,9140000,Mil pessoas,0.083,3499,0.32299999999999995,0.677,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,42,SC,Santa Catarina,South,5725000,Mil pessoas,0.064,3360,0.26899999999999996,0.7310000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,28,SE,Sergipe,Northeast,1728000,Mil pessoas,0.145,2395,0.501,0.499,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,35,SP,Sao Paulo,Southeast,36210000,Mil pessoas,0.129,4236,0.266,0.734,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q3,2016-07-01,2016,3,201603,3 trimestre 2016,17,TO,Tocantins,North,1103000,Mil pessoas,0.10800000000000001,2524,0.431,0.569,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,12,AC,Acre,North,593000,Mil pessoas,0.11699999999999999,2634,0.501,0.499,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,27,AL,Alagoas,Northeast,2453000,Mil pessoas,0.15,2092,0.45,0.55,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,13,AM,Amazonas,North,2709000,Mil pessoas,0.151,2382,0.579,0.42100000000000004,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,16,AP,Amapa,North,546000,Mil pessoas,0.17,3237,0.47700000000000004,0.5229999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,29,BA,Bahia,Northeast,11406000,Mil pessoas,0.16699999999999998,2068,0.551,0.44899999999999995,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,23,CE,Ceara,Northeast,6962000,Mil pessoas,0.126,2103,0.539,0.46099999999999997,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,53,DF,Distrito Federal,Center-West,2251000,Mil pessoas,0.14,5764,0.26899999999999996,0.7310000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,32,ES,Espirito Santo,Southeast,3102000,Mil pessoas,0.138,3110,0.382,0.618,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,52,GO,Goias,Center-West,5316000,Mil pessoas,0.114,3079,0.39799999999999996,0.6020000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,21,MA,Maranhao,Northeast,5016000,Mil pessoas,0.132,1707,0.64,0.36,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,31,MG,Minas Gerais,Southeast,16675000,Mil pessoas,0.11199999999999999,2922,0.384,0.616,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,50,MS,Mato Grosso do Sul,Center-West,2060000,Mil pessoas,0.08199999999999999,3352,0.361,0.639,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,51,MT,Mato Grosso,Center-West,2603000,Mil pessoas,0.096,3126,0.382,0.618,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,15,PA,Para,North,6080000,Mil pessoas,0.129,2074,0.615,0.385,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,25,PB,Paraiba,Northeast,3088000,Mil pessoas,0.121,2307,0.513,0.487,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,26,PE,Pernambuco,Northeast,7271000,Mil pessoas,0.159,2441,0.48100000000000004,0.5189999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,22,PI,Piaui,Northeast,2559000,Mil pessoas,0.08900000000000001,2019,0.591,0.40900000000000003,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,41,PR,Parana,South,9050000,Mil pessoas,0.08199999999999999,3579,0.331,0.669,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,33,RJ,Rio de Janeiro,Southeast,14064000,Mil pessoas,0.136,3529,0.33799999999999997,0.662,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,24,RN,Rio Grande do Norte,Northeast,2676000,Mil pessoas,0.147,2514,0.451,0.5489999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,11,RO,Rondonia,North,1267000,Mil pessoas,0.08,2538,0.493,0.507,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,14,RR,Roraima,North,360000,Mil pessoas,0.09300000000000001,3189,0.41700000000000004,0.583,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,43,RS,Rio Grande do Sul,South,9084000,Mil pessoas,0.084,3550,0.32899999999999996,0.671,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,42,SC,Santa Catarina,South,5737000,Mil pessoas,0.062,3504,0.27,0.73,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,28,SE,Sergipe,Northeast,1733000,Mil pessoas,0.152,2518,0.512,0.488,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,35,SP,Sao Paulo,Southeast,36339000,Mil pessoas,0.125,4453,0.27899999999999997,0.7210000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2016Q4,2016-10-01,2016,4,201604,4 trimestre 2016,17,TO,Tocantins,North,1113000,Mil pessoas,0.132,2676,0.455,0.5449999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,12,AC,Acre,North,598000,Mil pessoas,0.159,2925,0.503,0.497,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,27,AL,Alagoas,Northeast,2465000,Mil pessoas,0.177,2192,0.449,0.5509999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,13,AM,Amazonas,North,2726000,Mil pessoas,0.18,2626,0.581,0.41900000000000004,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,16,AP,Amapa,North,553000,Mil pessoas,0.188,3545,0.489,0.511,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,29,BA,Bahia,Northeast,11491000,Mil pessoas,0.187,2370,0.5429999999999999,0.4570000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,23,CE,Ceara,Northeast,7001000,Mil pessoas,0.145,2243,0.5379999999999999,0.4620000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,53,DF,Distrito Federal,Center-West,2277000,Mil pessoas,0.14300000000000002,6114,0.266,0.734,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,32,ES,Espirito Santo,Southeast,3115000,Mil pessoas,0.147,3398,0.39,0.61,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,52,GO,Goias,Center-West,5342000,Mil pessoas,0.128,3325,0.395,0.605,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,21,MA,Maranhao,Northeast,5022000,Mil pessoas,0.152,1850,0.642,0.358,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,31,MG,Minas Gerais,Southeast,16694000,Mil pessoas,0.138,3056,0.395,0.605,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,50,MS,Mato Grosso do Sul,Center-West,2055000,Mil pessoas,0.099,3629,0.349,0.651,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,51,MT,Mato Grosso,Center-West,2624000,Mil pessoas,0.106,3550,0.384,0.616,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,15,PA,Para,North,6113000,Mil pessoas,0.139,2329,0.619,0.381,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,25,PB,Paraiba,Northeast,3095000,Mil pessoas,0.134,2569,0.517,0.483,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,26,PE,Pernambuco,Northeast,7306000,Mil pessoas,0.17300000000000001,2675,0.485,0.515,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,22,PI,Piaui,Northeast,2547000,Mil pessoas,0.128,2289,0.586,0.41400000000000003,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,41,PR,Parana,South,9087000,Mil pessoas,0.10400000000000001,3810,0.337,0.663,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,33,RJ,Rio de Janeiro,Southeast,14157000,Mil pessoas,0.146,3770,0.348,0.652,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,24,RN,Rio Grande do Norte,Northeast,2670000,Mil pessoas,0.165,2763,0.45399999999999996,0.546,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,11,RO,Rondonia,North,1275000,Mil pessoas,0.081,2638,0.49700000000000005,0.5029999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,14,RR,Roraima,North,366000,Mil pessoas,0.10400000000000001,3399,0.43700000000000006,0.563,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,43,RS,Rio Grande do Sul,South,9117000,Mil pessoas,0.092,3920,0.326,0.6739999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,42,SC,Santa Catarina,South,5788000,Mil pessoas,0.079,3796,0.273,0.727,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,28,SE,Sergipe,Northeast,1730000,Mil pessoas,0.163,2744,0.495,0.505,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,35,SP,Sao Paulo,Southeast,36195000,Mil pessoas,0.14400000000000002,4742,0.28300000000000003,0.717,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q1,2017-01-01,2017,1,201701,1 trimestre 2017,17,TO,Tocantins,North,1120000,Mil pessoas,0.127,2773,0.439,0.5609999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q2,2017-04-01,2017,2,201702,2 trimestre 2017,12,AC,Acre,North,597000,Mil pessoas,0.15,2582,0.503,0.497,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q2,2017-04-01,2017,2,201702,2 trimestre 2017,27,AL,Alagoas,Northeast,2471000,Mil pessoas,0.18,1990,0.47600000000000003,0.524,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q2,2017-04-01,2017,2,201702,2 trimestre 2017,13,AM,Amazonas,North,2748000,Mil pessoas,0.156,2580,0.573,0.42700000000000005,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2017Q2,2017-04-01,2017,2,201702,2 trimestre 2017,16,AP,Amapa,North,552000,Mil pessoas,0.17600000000000002,3362,0.48200000000000004,0.518,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
